ST004D01T,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,IC170Q01JA,IC170Q02JA,IC170Q03JA,IC170Q04JA,IC170Q05JA,IC170Q06JA,IC170Q07JA,IC171Q01JA,IC171Q02JA,IC171Q03JA,IC171Q04JA,IC171Q05JA,IC171Q06JA,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
1.0,,,,,,,5.0,5.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,15.75,513.613,503.863,513.929,540.337,518.836,522.129,487.189,513.109,469.264,501.025,653.926,613.983,671.416,660.726,578.86,660.981,662.797,624.799,630.347,633.827,544.933,579.334,611.507,560.006,581.506,584.443,600.022,595.981,521.681,588.908
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,16.0,552.492,551.551,539.402,567.226,580.813,564.845,533.52,582.785,529.541,571.711,553.661,604.0,582.592,602.721,647.225,632.551,550.815,556.22,581.131,564.561,583.658,609.18,598.734,602.987,633.125,580.549,636.169,593.286,590.347,587.504
1.0,,,,,,,5.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,15.58,502.255,578.181,536.568,514.676,521.957,507.254,498.003,556.973,515.934,537.94,572.073,577.978,554.017,486.836,621.075,525.955,565.437,556.928,519.075,597.434,550.964,623.588,582.086,541.056,598.301,583.405,584.276,600.037,528.724,637.047
2.0,,,,,,,5.0,5.0,1.0,3.0,5.0,3.0,1.0,4.0,4.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,3.0,1.0,3.0,6.0,1.0,4.0,6.0,2.0,15.92,389.112,401.023,386.612,428.551,355.807,432.881,385.887,453.247,384.611,382.248,419.017,375.45,434.745,449.189,417.726,416.096,364.271,436.852,410.476,381.982,369.471,422.866,387.308,427.938,308.493,369.896,326.418,390.001,336.907,352.32
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,16.0,556.825,512.489,499.43,527.882,519.199,518.407,513.864,498.342,563.109,556.8,565.855,610.314,700.783,562.468,599.451,682.48,587.799,560.563,694.666,634.371,569.417,623.286,607.448,547.686,664.942,650.99,589.905,570.218,629.367,638.003
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,392.564,431.243,445.995,462.533,396.623,388.358,385.495,438.771,381.528,412.633,467.32,448.923,469.977,547.11,436.28,398.745,464.572,434.305,415.586,432.126,465.216,443.564,464.279,466.994,462.973,406.451,430.666,439.579,438.069,432.129
2.0,,,,,,,5.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,15.58,468.293,420.571,478.671,475.393,459.522,426.33,525.349,442.236,422.255,426.367,459.724,530.909,480.149,481.941,527.015,539.517,534.053,452.011,486.634,480.966,509.771,551.358,493.925,492.354,543.271,560.117,526.423,478.773,501.227,488.672
2.0,,,,,,,4.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,15.75,460.682,531.506,461.693,448.043,461.914,485.994,457.225,481.915,460.325,487.096,461.939,467.467,436.346,403.82,421.222,460.932,450.998,463.141,444.731,404.415,465.486,491.49,377.901,398.678,385.262,419.4,409.867,422.986,471.616,387.908
1.0,,,,,,,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,15.75,410.103,447.425,421.161,393.12,407.002,420.909,465.767,387.019,378.957,439.439,517.572,485.927,583.726,539.206,490.718,544.38,567.273,535.639,510.689,533.159,443.49,434.158,484.069,428.772,413.52,390.346,492.0,401.575,320.33,451.248
2.0,,,,,,,5.0,5.0,6.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,16.0,504.219,532.296,574.305,509.688,536.228,507.177,556.601,517.168,532.687,518.755,491.393,504.186,477.889,602.165,510.686,463.763,518.488,466.813,483.353,510.467,557.171,539.595,458.725,567.429,553.341,547.362,514.213,537.562,533.66,516.925
1.0,,,,,,,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,16.17,429.483,380.078,410.761,414.168,413.978,382.121,373.449,377.299,402.809,383.175,482.895,432.191,520.146,453.458,454.663,485.173,429.447,479.064,439.329,527.239,416.228,445.957,456.886,435.209,462.853,439.422,408.851,437.912,442.681,457.138
1.0,,,,,,,5.0,5.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,15.42,471.491,473.319,513.565,472.165,467.819,528.682,480.3,495.945,510.669,467.517,551.482,498.069,579.608,559.404,541.047,514.987,511.179,538.114,528.908,502.589,484.982,535.916,549.906,509.008,509.358,466.294,510.659,489.816,515.178,486.186
1.0,,,,,,,5.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,15.83,481.44,492.847,427.305,449.524,438.375,430.266,408.57,464.324,466.612,465.857,587.677,589.904,526.945,564.469,554.857,513.872,566.62,538.872,595.307,575.309,601.347,619.151,538.895,566.266,537.574,565.339,560.532,596.436,609.242,577.191
2.0,,,,,,,5.0,4.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,16.0,520.905,554.227,547.013,516.625,577.514,521.061,527.642,551.03,562.377,539.378,566.973,608.726,594.427,566.614,593.679,583.206,618.761,620.167,629.751,571.65,588.173,620.277,611.668,537.442,605.754,575.502,642.725,627.339,667.746,614.654
1.0,,,,,,,5.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,16.17,493.971,525.503,529.176,525.542,561.442,569.563,512.525,537.736,526.719,583.286,550.507,613.888,560.156,585.8,659.2,588.287,613.391,557.486,559.21,611.176,553.164,547.242,503.703,542.447,593.097,523.568,560.663,580.258,496.572,575.957
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,15.75,592.337,573.599,581.092,568.969,591.078,571.544,608.865,534.356,579.798,598.679,634.839,607.27,598.702,603.583,632.787,601.325,659.181,605.726,633.005,648.246,633.17,606.59,574.198,606.579,549.264,557.81,618.466,551.105,583.589,606.605
1.0,,,,,,,5.0,,5.0,5.0,5.0,,5.0,,,5.0,,4.0,4.0,,,,,,,,,,,,,,,16.33,378.057,368.996,376.357,355.113,351.265,426.414,374.987,352.545,334.249,325.999,400.983,318.393,328.612,345.973,348.962,438.011,391.193,330.848,376.237,392.459,309.91,283.954,297.524,295.943,359.226,332.507,279.111,346.239,307.987,309.822
1.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,15.92,468.444,483.132,496.152,488.71,491.409,448.557,448.91,416.048,463.502,464.454,544.724,606.325,583.817,579.211,540.634,544.318,558.169,534.86,549.131,567.407,454.526,548.185,584.752,644.236,518.823,527.737,551.334,499.309,575.092,536.602
2.0,,,,,,,5.0,5.0,5.0,5.0,4.0,3.0,4.0,6.0,3.0,3.0,6.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,15.33,368.452,368.827,386.507,403.053,374.108,376.983,425.155,487.437,398.241,386.072,412.637,376.868,381.947,437.234,375.499,395.203,425.578,389.004,346.501,413.997,392.897,390.956,423.052,466.219,401.279,433.893,413.482,420.371,448.33,434.666
1.0,,,,,,,5.0,5.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,15.83,437.535,384.295,464.089,410.784,436.989,457.667,438.978,419.86,396.372,434.009,506.248,490.158,527.492,552.585,521.8,510.433,532.268,535.75,484.808,518.949,481.633,457.34,472.536,477.551,502.956,490.794,495.129,503.333,392.369,430.419
1.0,,,,,,,5.0,5.0,1.0,1.0,3.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,15.67,663.355,713.258,642.148,649.047,621.864,734.736,689.232,622.02,647.211,609.724,730.253,821.542,720.965,753.999,689.175,822.06,747.809,748.281,741.373,737.191,711.636,741.706,697.727,742.421,712.609,771.669,730.858,685.369,735.742,698.736
1.0,,,,,,,5.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,16.0,386.565,448.455,442.395,479.549,443.222,471.87,433.097,430.01,431.993,424.033,426.97,503.678,471.706,483.79,463.034,509.19,446.004,435.27,480.507,443.68,424.499,465.438,448.645,472.339,465.149,482.723,398.221,423.476,468.818,451.874
1.0,,,,,,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,15.75,507.514,463.531,491.691,503.925,518.861,516.895,447.787,496.996,505.141,502.922,483.576,421.595,476.54,497.688,465.879,501.052,516.528,442.489,458.176,442.817,533.756,496.57,512.742,461.516,507.028,505.52,507.846,504.542,511.341,502.853
1.0,,,,,,,4.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,16.08,337.921,343.244,327.698,339.594,331.824,350.287,312.0,329.055,422.97,355.951,425.156,478.974,420.786,378.567,427.038,442.077,434.65,427.252,427.97,447.298,451.762,431.266,436.506,433.264,465.22,414.055,415.081,440.373,424.456,401.326
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,1.0,6.0,4.0,2.0,5.0,1.0,1.0,16.08,379.23,422.219,359.961,380.033,383.438,389.442,398.276,416.224,380.901,419.933,341.106,456.253,394.938,348.81,351.875,333.57,382.319,406.253,330.978,379.962,478.068,514.268,415.714,457.112,449.427,464.677,489.956,432.96,418.907,474.321
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,15.83,656.842,748.84,709.547,714.831,708.161,676.248,669.162,663.968,654.207,669.659,658.648,670.448,671.173,699.505,663.517,703.885,656.037,665.925,669.557,723.377,610.996,750.997,690.101,709.782,681.127,721.706,689.445,717.26,646.146,728.446
1.0,,,,,,,5.0,4.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,6.0,4.0,3.0,1.0,4.0,1.0,1.0,16.25,558.749,573.483,530.669,598.402,598.447,598.837,576.168,541.157,617.206,634.921,761.382,691.106,675.874,673.531,693.676,720.486,676.327,733.594,743.955,754.282,645.843,671.586,660.568,629.826,667.091,655.358,662.919,622.62,669.552,704.494
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,441.77,473.137,466.383,449.571,436.046,458.878,453.147,484.674,478.647,460.812,505.255,485.313,530.087,570.156,510.713,528.85,558.202,511.614,600.816,590.897,463.32,477.759,512.277,516.618,506.664,481.229,520.775,515.843,516.246,528.171
2.0,,,,,,,5.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,16.08,568.589,546.321,564.274,562.894,552.843,564.278,559.304,507.783,666.688,566.923,646.411,611.365,644.067,609.481,633.677,634.438,612.567,572.035,700.55,646.299,679.838,661.854,729.085,597.906,573.497,600.888,626.236,617.371,768.201,628.102
2.0,,,,,,,5.0,6.0,6.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,15.83,411.618,365.121,440.31,417.872,412.056,346.135,343.365,402.82,452.224,383.39,352.059,364.557,382.327,351.098,372.357,352.899,368.477,379.908,376.111,342.302,384.234,387.46,425.088,450.148,446.374,392.859,436.361,404.773,431.197,408.358
1.0,,,,,,,4.0,1.0,6.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,15.5,477.344,549.769,554.17,472.567,528.393,515.834,512.52,514.526,586.031,538.38,536.374,585.945,566.248,544.554,595.071,601.963,620.635,623.413,596.567,590.839,576.69,628.459,619.502,527.858,625.814,642.811,612.696,656.766,616.931,609.269
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,15.75,403.533,426.47,477.894,423.861,415.831,423.621,477.265,474.534,409.258,449.193,461.849,406.772,412.811,426.429,324.308,409.075,414.668,450.456,455.309,374.763,415.807,410.54,452.76,423.01,409.366,417.241,433.834,442.389,409.58,418.156
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,16.25,538.042,516.436,524.259,500.149,602.14,520.569,543.371,567.466,536.062,547.376,508.05,527.769,494.041,513.256,499.627,479.091,479.231,480.651,517.076,476.518,620.955,519.655,556.339,581.781,567.834,525.725,533.398,561.348,598.849,554.967
2.0,,,,,,,5.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,16.17,528.899,545.907,517.118,527.62,522.001,571.726,559.399,535.7,544.335,560.481,520.063,568.287,543.336,559.358,577.467,511.681,597.622,551.116,586.814,532.768,472.661,517.606,508.182,527.545,557.473,543.422,519.184,522.156,600.702,512.681
1.0,,,,,,,4.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,15.75,387.613,349.986,402.25,342.086,374.223,380.012,359.744,398.932,377.46,400.49,446.805,460.81,431.956,435.379,428.368,453.939,415.233,438.976,411.13,431.88,326.421,340.463,321.711,292.084,355.149,346.912,300.648,330.686,284.985,321.509
2.0,,,,,,,5.0,5.0,6.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,,,15.58,414.412,415.654,367.874,419.618,416.73,460.758,435.655,396.072,435.694,416.672,501.276,419.903,478.19,491.556,504.841,527.919,489.713,475.762,502.683,488.524,459.033,481.346,444.837,469.704,433.161,492.667,445.926,468.96,482.802,452.725
2.0,,,,,,,3.0,5.0,6.0,3.0,3.0,1.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.92,513.565,473.255,511.642,496.563,508.742,491.21,523.823,534.217,492.283,508.978,580.733,565.803,575.565,542.439,528.021,531.265,574.384,581.311,558.205,553.475,586.491,541.559,580.814,581.341,539.275,570.883,567.265,577.496,541.238,556.276
2.0,,,,,,,5.0,4.0,1.0,5.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,15.5,502.751,537.216,517.536,523.325,531.704,519.781,470.996,500.89,566.184,561.731,535.695,537.977,490.797,555.896,476.86,565.019,577.98,534.211,562.213,584.069,522.88,526.192,485.506,570.18,513.603,552.961,524.191,522.252,568.241,532.856
1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.5,332.807,324.233,328.134,294.165,331.774,337.97,314.789,321.15,308.725,316.032,293.542,313.095,369.118,297.033,331.751,302.66,247.184,275.039,281.249,382.339,283.701,391.155,380.705,318.081,355.133,311.068,368.176,376.198,287.026,366.091
1.0,,,,,,,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,15.42,470.183,502.17,496.271,520.926,517.916,544.98,472.117,496.131,489.672,489.967,539.358,626.122,614.481,627.109,623.399,598.545,508.754,631.231,602.693,541.982,544.304,513.768,539.13,561.64,551.805,578.024,511.289,552.747,520.505,542.571
2.0,,,,,,,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,6.0,3.0,2.0,1.0,1.0,15.83,607.707,624.377,628.581,558.326,547.598,583.386,553.425,562.313,559.373,612.873,749.253,654.318,738.604,640.131,608.891,650.14,745.097,696.594,698.835,697.58,606.222,606.48,633.658,559.518,512.856,612.893,590.202,553.088,548.727,627.866
2.0,,,,,,,4.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,,2.0,4.0,5.0,3.0,4.0,16.17,546.181,581.546,586.572,603.849,588.474,585.905,601.969,620.143,622.383,554.569,546.558,524.396,550.051,576.19,491.122,495.053,525.593,544.217,566.664,598.991,529.461,584.406,607.461,595.895,514.528,528.849,542.615,622.615,609.094,579.693
2.0,,,,,,,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,16.25,616.804,604.093,594.976,624.475,590.041,661.04,631.452,592.294,662.136,659.738,647.405,658.664,508.802,612.118,587.784,580.119,613.193,656.141,519.697,571.791,731.436,647.454,614.146,621.249,642.43,636.33,639.384,658.732,623.491,631.954
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.92,409.079,448.145,467.695,441.652,439.919,434.419,414.845,399.56,443.678,422.274,459.927,501.807,519.947,496.523,411.681,484.407,412.107,440.88,445.062,409.043,410.509,431.911,422.12,427.713,435.004,404.279,381.546,396.787,463.279,412.614
2.0,,,,,,,5.0,5.0,1.0,,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,15.92,301.002,306.345,319.716,273.898,312.905,275.617,294.793,277.917,243.545,264.078,223.381,286.207,222.426,255.23,229.566,201.152,282.55,272.975,256.689,334.028,270.361,304.886,279.282,297.954,302.455,254.439,300.173,296.228,278.439,268.321
1.0,,,,,,,5.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,15.58,503.421,516.024,505.925,515.004,530.502,547.804,499.697,571.388,529.869,537.661,678.988,664.805,578.876,573.911,673.769,710.707,625.926,578.474,599.14,657.477,592.212,586.138,604.385,576.762,567.142,620.664,601.548,599.994,596.1,603.96
2.0,,,,,,,5.0,5.0,2.0,5.0,,4.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,,5.0,5.0,4.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,16.0,339.644,332.549,279.804,269.627,223.46,273.441,283.609,278.529,306.942,353.142,321.896,313.281,296.634,287.802,310.969,297.62,284.743,319.881,319.785,308.389,372.909,340.277,371.358,308.408,309.946,283.519,247.424,307.829,346.12,314.535
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,15.42,396.426,456.622,419.353,396.673,443.708,423.99,372.762,422.958,427.941,379.448,485.029,377.386,451.173,376.838,413.421,436.813,452.562,456.944,380.314,364.627,497.085,471.234,462.817,437.612,485.641,469.869,442.567,475.85,432.928,411.065
1.0,,,,,,,5.0,5.0,6.0,5.0,1.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,6.0,6.0,2.0,6.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,15.92,492.727,485.061,436.444,484.897,464.081,465.956,532.439,508.917,498.225,454.925,497.285,518.217,489.95,606.84,502.908,580.596,530.708,581.042,569.318,514.429,474.764,479.196,454.422,533.417,457.746,528.823,548.63,565.985,539.905,505.815
2.0,,,,,,,4.0,4.0,6.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,5.0,1.0,,,,,,,,15.58,348.754,396.366,361.767,383.798,416.452,368.305,396.381,383.61,393.37,387.288,467.415,492.734,443.847,476.491,474.982,469.208,506.236,433.91,407.269,453.25,494.223,507.055,476.2,500.619,520.647,459.77,554.225,464.57,470.313,508.522
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,433.037,418.362,395.312,379.209,398.545,384.256,358.769,367.163,403.967,359.091,547.262,544.317,514.443,548.754,526.454,529.811,506.908,537.372,591.206,541.706,484.998,493.582,377.612,507.98,413.11,472.542,445.974,477.992,534.704,411.242
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,341.593,362.919,324.339,342.389,360.396,317.161,344.333,367.819,408.908,377.125,321.238,296.812,388.958,370.214,401.227,340.829,325.723,387.769,355.22,386.025,382.424,368.447,367.124,343.602,328.479,348.275,318.704,368.187,349.004,366.543
2.0,,,,,,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,15.5,411.271,397.333,357.214,472.478,404.697,375.078,428.723,437.878,434.898,376.749,486.359,413.527,465.23,462.409,428.193,478.885,401.904,484.081,482.283,398.899,383.601,398.884,394.147,451.349,407.328,400.408,411.299,372.738,381.03,412.588
2.0,,,,,,,5.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,15.42,560.435,538.425,490.832,519.292,539.089,534.226,482.537,524.345,558.578,518.325,595.677,577.376,566.661,566.756,546.463,605.091,566.333,548.467,547.462,557.585,596.779,619.833,607.049,606.633,556.817,562.262,611.82,607.336,652.672,566.127
1.0,,,,,,,5.0,4.0,1.0,5.0,2.0,4.0,5.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,16.0,501.101,501.961,506.899,491.754,494.616,526.714,502.454,489.035,506.137,532.506,597.028,563.681,589.634,490.255,528.175,569.398,519.948,594.355,534.317,590.425,529.465,522.73,520.515,527.237,500.046,561.436,523.341,531.331,522.127,547.959
1.0,,,,,,,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,4.0,5.0,6.0,3.0,5.0,2.0,1.0,5.0,,5.0,15.83,365.785,399.943,355.127,391.689,344.57,348.228,382.924,381.887,378.033,380.54,505.913,474.663,466.047,442.341,453.667,471.036,466.478,469.649,449.76,482.164,382.974,477.102,369.164,433.771,407.068,408.213,473.051,402.517,360.299,417.488
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,296.692,271.705,301.327,333.166,335.86,297.877,288.141,334.798,322.78,268.736,321.778,305.289,284.185,353.125,335.982,253.78,331.159,292.977,262.132,269.03,304.876,304.991,320.547,380.895,365.373,256.236,322.96,350.264,323.273,289.836
