ST004D01T,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,IC170Q01JA,IC170Q02JA,IC170Q03JA,IC170Q04JA,IC170Q05JA,IC170Q06JA,IC170Q07JA,IC171Q01JA,IC171Q02JA,IC171Q03JA,IC171Q04JA,IC171Q05JA,IC171Q06JA,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,,6.0,6.0,6.0,6.0,6.0,4.0,1.0,15.5,410.026,376.312,369.106,438.766,414.054,398.101,395.242,428.596,422.09,389.501,466.983,478.789,429.884,445.922,424.249,516.485,494.044,507.498,444.522,461.933,473.933,432.196,489.471,428.905,446.884,476.097,448.735,473.011,447.131,452.399
1.0,,,,,,,5.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,5.0,6.0,6.0,5.0,5.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,16.0,347.162,347.735,348.917,382.022,409.261,385.825,396.132,359.809,343.151,364.55,440.426,464.492,441.963,490.194,500.717,441.596,492.212,410.531,414.28,465.117,328.575,430.155,384.809,419.432,458.758,432.923,445.924,325.357,385.015,425.273
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,,3.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,1.0,1.0,15.75,397.073,424.556,411.17,456.521,392.895,468.258,448.441,372.021,419.249,448.21,478.416,482.578,497.25,487.499,480.802,467.055,491.143,421.404,511.846,487.233,496.475,523.781,529.789,515.95,435.389,524.714,516.684,467.305,551.829,519.105
2.0,,,,,,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,15.33,687.728,674.173,687.978,641.408,590.608,676.225,619.653,640.364,660.638,655.092,744.893,747.748,727.4,704.674,626.965,770.349,629.256,674.33,716.403,665.459,690.936,716.589,722.54,686.81,603.42,716.282,711.284,638.9,681.466,701.205
2.0,,,,,,,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,15.67,457.018,471.162,450.129,424.235,438.481,465.352,483.772,477.968,446.589,481.767,592.02,585.915,533.349,554.349,560.484,574.024,526.601,573.894,622.593,523.321,502.796,525.728,492.357,527.562,511.695,467.651,527.186,500.224,551.107,523.619
2.0,,,,,,,3.0,4.0,1.0,4.0,4.0,2.0,3.0,5.0,,1.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,15.5,510.655,564.796,510.265,537.701,460.55,525.361,543.023,540.334,570.411,518.229,525.165,557.587,526.732,484.539,559.471,531.915,551.575,534.831,572.16,569.827,526.239,531.586,526.848,511.817,569.69,506.138,540.936,523.021,555.436,533.094
2.0,,,,,,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,16.0,567.983,609.974,588.014,579.722,592.167,569.536,597.691,620.545,614.898,606.939,642.344,613.991,641.552,622.996,620.379,605.958,592.818,623.936,674.422,597.06,603.284,633.127,610.578,604.499,635.499,666.372,664.015,648.852,707.225,661.206
2.0,,,,,,,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.58,442.853,460.233,457.383,435.258,461.729,468.134,418.807,445.806,424.694,473.824,420.115,412.332,385.209,415.429,438.299,319.223,326.996,393.543,370.063,374.083,382.603,395.899,384.505,441.863,403.641,330.461,380.313,424.672,369.303,419.999
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.5,521.444,438.849,460.0,503.646,478.431,471.709,487.515,527.337,468.691,477.511,441.9,431.747,525.404,476.203,488.25,486.484,501.819,475.531,479.772,555.514,475.305,434.804,456.301,463.568,467.515,470.25,433.86,448.808,482.483,488.454
2.0,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.83,321.417,297.183,279.729,260.53,250.887,295.617,260.896,273.523,311.876,301.482,335.705,326.064,328.787,300.778,288.709,346.957,326.46,288.482,350.17,326.871,370.221,436.036,335.342,311.385,331.543,377.609,380.087,374.78,423.006,319.768
2.0,,,,,,,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,16.0,432.276,409.553,411.813,452.778,460.078,417.022,445.875,430.957,421.997,432.179,454.599,541.33,475.176,460.015,494.794,526.409,426.887,461.465,504.43,505.461,473.666,550.498,472.896,470.445,466.329,515.756,458.969,485.685,498.153,468.247
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,316.0,313.076,346.341,295.932,294.979,304.037,356.674,302.743,313.618,314.036,236.624,236.648,345.757,267.462,285.496,290.67,230.071,327.467,253.016,302.907,277.346,278.52,354.887,312.661,284.314,319.875,315.498,324.722,271.574,328.527
2.0,,,,,,,4.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,15.42,420.47,457.459,440.385,460.047,454.278,454.608,455.21,431.217,446.151,450.703,515.899,451.064,482.056,421.43,441.87,428.276,538.21,518.43,437.304,489.855,475.249,467.425,527.312,542.217,541.769,483.695,516.018,506.171,523.773,552.548
1.0,,,,,,,4.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.83,391.185,344.326,347.09,417.582,361.029,359.767,426.09,391.373,398.875,434.468,383.879,383.778,430.434,475.384,406.424,422.218,459.893,382.75,465.74,398.386,345.59,380.198,400.451,415.123,381.215,386.192,457.824,363.5,372.332,421.421
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25,444.948,403.857,457.96,487.465,472.595,490.577,424.477,526.845,480.731,487.042,439.01,422.497,468.859,519.382,500.72,461.452,439.233,490.646,483.624,449.467,427.032,461.011,501.579,582.774,498.305,567.024,490.774,550.172,534.639,548.518
2.0,,,,,,,6.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,6.0,4.0,5.0,3.0,2.0,4.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,15.5,334.586,310.408,328.316,370.771,312.02,364.118,379.934,354.71,341.674,356.932,351.937,288.809,378.24,383.307,373.689,365.659,385.332,332.306,337.849,260.045,316.3,377.364,409.194,395.934,349.938,379.856,428.108,307.241,365.26,385.901
2.0,,,,,,,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.67,353.503,391.445,377.866,383.654,406.426,396.835,360.404,391.882,444.932,411.024,503.606,512.451,479.521,429.967,467.39,463.468,533.241,569.666,487.567,514.459,490.671,472.496,461.362,435.212,478.241,450.546,459.559,483.576,460.12,494.791
1.0,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,,6.0,6.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,5.0,5.0,6.0,15.58,333.666,326.809,230.215,317.923,325.833,358.917,347.54,360.899,311.387,358.061,319.185,335.071,300.134,351.935,345.513,365.874,332.747,370.315,290.687,374.288,355.67,289.024,201.849,234.514,348.272,304.905,321.214,327.594,309.492,330.98
2.0,,,,,,,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,15.58,481.661,467.966,430.358,414.563,448.768,439.882,447.02,415.2,403.631,455.333,579.631,541.651,554.157,534.09,534.281,514.478,546.842,510.131,515.984,500.461,522.567,552.491,493.719,506.699,462.898,388.466,544.594,521.744,493.709,586.136
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,295.831,328.717,293.457,373.095,326.373,330.063,294.755,333.723,339.187,370.315,273.556,242.237,247.186,282.631,247.488,340.288,198.82,217.954,243.581,240.965,279.939,302.246,292.237,310.012,314.918,326.349,352.267,317.576,339.967,288.916
1.0,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.92,270.661,275.188,269.701,239.762,206.704,271.151,251.452,251.108,301.678,231.472,343.934,357.792,310.987,329.953,252.357,363.669,280.507,329.617,367.009,310.488,276.878,287.487,235.635,245.047,179.982,267.829,205.195,248.921,293.34,292.275
1.0,,,,,,,5.0,5.0,1.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,16.0,512.848,541.053,486.414,566.015,530.817,564.034,512.632,500.648,523.188,514.613,658.878,640.029,660.943,597.211,647.799,615.008,605.232,606.426,688.648,616.54,635.039,620.916,598.491,632.91,619.594,600.126,635.654,572.321,640.005,604.171
2.0,,,,,,,5.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,15.92,461.123,418.085,416.664,397.488,419.923,436.052,438.672,450.526,390.966,433.463,500.126,512.433,474.919,464.002,508.193,489.978,451.758,508.795,473.029,457.874,500.01,556.371,518.245,430.47,510.392,547.99,505.406,534.324,472.924,489.001
1.0,,,,,,,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,16.25,451.484,423.307,445.484,423.801,464.705,451.371,467.771,416.789,451.959,486.861,369.046,382.018,364.764,351.24,358.661,407.638,395.273,416.232,327.776,372.715,447.968,449.346,465.918,435.578,474.765,513.521,503.291,517.721,463.661,462.047
2.0,,,,,,,5.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,15.58,599.417,555.835,623.729,618.012,602.979,579.495,596.864,612.292,618.619,577.505,639.598,590.306,655.351,625.239,565.352,542.126,588.211,647.649,566.755,646.874,610.712,557.829,639.017,708.165,647.8,607.65,650.665,648.767,641.54,601.823
1.0,,,,,,,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,16.25,477.261,490.23,448.784,457.543,493.661,472.799,454.595,465.306,433.933,452.74,539.0,523.678,529.88,542.791,524.689,481.572,539.228,476.278,519.287,517.695,412.149,441.193,442.867,431.494,485.7,472.788,410.397,429.56,401.275,473.756
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,15.67,462.819,517.906,465.499,462.085,453.911,465.076,483.907,467.287,491.955,471.035,472.242,545.976,531.199,503.695,519.729,514.931,548.219,521.29,559.066,563.026,453.856,522.537,458.813,452.136,481.396,486.142,537.771,465.844,432.55,503.026
1.0,,,,,,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,4.0,2.0,1.0,6.0,3.0,1.0,2.0,16.33,348.103,331.71,259.051,290.639,280.639,329.752,384.918,294.762,262.394,266.043,378.035,293.094,363.985,325.198,313.72,391.932,338.931,358.212,294.342,272.791,427.857,343.982,378.443,310.847,362.483,396.009,448.47,383.355,366.2,333.097
1.0,,,,,,,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,15.42,498.821,451.587,482.198,479.722,479.642,460.076,457.012,500.064,461.878,479.36,550.1,427.468,583.696,474.397,475.126,499.919,508.379,459.806,486.954,519.792,503.281,454.033,500.679,500.875,509.816,470.979,481.831,513.823,487.422,486.917
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,15.92,519.234,487.274,482.949,464.767,510.61,514.706,462.079,517.054,514.789,517.006,587.096,563.584,549.012,552.118,558.11,567.09,569.715,580.186,544.595,548.25,597.622,580.159,565.211,594.466,574.392,610.518,594.811,641.841,623.305,644.097
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,16.08,500.623,473.253,438.423,475.064,449.872,412.8,468.032,517.294,468.801,485.518,559.971,581.223,589.251,585.771,524.845,516.9,573.09,640.594,623.319,526.11,542.694,572.21,580.758,571.639,549.634,478.366,560.143,632.758,586.039,546.302
2.0,,,,,,,5.0,4.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,15.42,687.945,652.387,669.418,689.831,636.576,646.273,671.87,639.08,638.377,688.645,746.553,631.45,632.661,653.138,631.399,610.602,663.494,681.252,690.957,641.434,644.866,644.751,638.709,639.755,622.433,613.377,626.965,633.623,678.761,644.113
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,16.08,475.996,449.267,444.669,441.086,497.622,444.821,570.055,518.118,509.261,465.148,443.591,434.627,446.356,441.655,426.817,458.737,473.754,461.495,486.239,486.092,511.532,502.068,500.058,473.494,489.546,470.857,503.886,513.934,502.814,506.863
1.0,,,,,,,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,16.17,334.968,321.514,410.611,307.406,315.577,267.882,348.908,312.304,330.598,361.486,311.162,317.618,327.312,324.231,322.551,315.785,329.767,299.725,307.389,309.297,387.905,327.173,377.643,359.678,343.352,341.728,425.53,370.281,304.415,357.549
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,3.0,4.0,2.0,5.0,5.0,1.0,3.0,3.0,1.0,6.0,5.0,6.0,1.0,4.0,5.0,6.0,15.75,470.937,421.104,439.584,407.783,436.034,436.558,421.248,414.528,457.053,425.028,538.813,562.45,561.392,579.549,574.756,582.771,638.401,559.46,525.663,541.952,564.971,549.966,542.253,514.897,540.708,526.033,600.067,488.711,565.567,532.583
1.0,,,,,,,5.0,5.0,1.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,15.58,583.257,582.416,575.447,563.91,558.576,586.405,574.678,625.52,633.589,573.867,603.113,616.938,643.849,630.448,675.963,684.895,657.883,687.727,644.121,675.15,586.268,642.483,632.011,616.59,639.305,706.152,665.434,728.418,635.813,665.461
1.0,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,15.75,674.808,608.761,629.179,651.455,604.213,651.212,640.344,631.465,609.478,601.321,684.464,591.896,571.226,630.948,530.124,646.814,683.121,646.985,571.757,584.662,622.213,642.026,642.042,663.15,618.655,638.505,629.329,652.133,638.644,671.333
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,,,4.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,15.75,375.973,432.136,426.962,423.233,403.826,441.176,466.501,399.831,451.615,424.465,537.596,524.261,516.688,515.175,553.462,545.779,513.318,528.868,560.425,543.808,461.873,497.531,487.152,460.094,485.081,472.447,478.344,450.479,496.434,473.388
2.0,,,,,,,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,15.75,343.908,397.678,367.211,364.636,426.561,388.573,384.203,366.951,332.382,360.33,303.923,314.008,322.075,328.75,362.309,299.133,353.213,290.632,338.205,288.74,322.121,364.11,370.759,292.903,395.819,265.525,363.826,328.448,347.996,320.159
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,461.77,461.165,419.999,465.414,457.59,447.371,517.499,430.084,459.611,471.618,505.889,428.393,481.682,472.273,477.814,478.011,465.832,458.693,482.795,493.36,548.258,467.723,508.05,502.08,472.161,511.192,506.299,471.586,512.041,501.949
1.0,,,,,,,2.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,2.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,3.0,3.0,1.0,6.0,4.0,4.0,16.0,319.199,340.542,328.528,366.77,294.483,364.867,398.512,355.369,318.775,301.165,355.801,361.905,356.642,391.386,331.616,361.832,378.376,359.233,361.488,350.399,371.725,355.53,315.58,416.667,374.787,422.179,412.816,345.454,367.889,384.752
2.0,,,,,,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,15.75,477.745,462.826,457.403,442.439,470.408,457.396,477.108,457.17,450.724,467.188,371.946,397.014,362.907,370.37,412.811,403.648,401.992,394.78,380.287,422.68,460.902,449.651,389.974,439.068,507.064,454.027,501.18,374.056,455.73,488.216
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,16.17,304.085,289.163,303.208,314.482,331.021,336.84,288.224,354.636,305.675,292.315,339.999,331.004,341.572,305.467,347.255,345.476,354.546,348.014,335.839,346.468,323.817,206.318,299.565,285.767,291.613,313.061,290.564,308.695,249.017,261.145
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,16.0,323.595,320.375,306.93,266.437,301.726,350.546,327.665,316.904,332.199,271.312,294.287,233.167,347.262,130.133,384.487,330.493,255.725,273.104,324.685,224.455,357.226,346.65,370.804,296.704,368.464,351.558,365.328,373.463,367.285,322.439
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,15.58,721.3,650.385,640.34,676.308,666.117,647.377,683.884,673.345,658.686,651.468,681.796,610.151,706.518,631.94,623.5,734.977,744.753,667.653,758.507,660.261,681.97,690.104,702.964,717.295,682.637,733.222,784.617,713.908,774.15,717.207
2.0,,,,,,,5.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,16.17,524.994,504.53,471.042,522.488,540.817,486.448,490.602,513.616,551.866,537.952,523.176,676.678,594.392,602.658,606.626,602.713,602.91,573.52,636.252,567.114,605.513,663.754,593.643,597.705,628.564,555.287,582.628,612.384,634.256,618.585
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,406.815,440.652,374.519,422.835,437.903,425.157,385.384,439.412,385.544,384.494,474.064,483.306,423.029,487.784,476.673,395.853,394.987,431.391,409.851,413.486,451.267,433.034,425.956,368.893,451.558,390.751,388.044,448.459,426.574,402.603
2.0,,,,,,,3.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,15.83,506.802,573.427,525.761,495.154,550.157,551.441,502.305,588.55,547.041,565.626,507.355,565.906,527.416,530.405,600.875,625.008,568.293,648.54,626.603,557.303,575.566,578.098,606.204,656.316,599.941,626.56,590.118,671.424,643.049,598.204
2.0,,,,,,,5.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,16.17,580.781,526.273,610.449,570.749,541.364,546.243,558.294,591.237,562.43,571.656,640.225,598.652,572.521,610.2,593.517,615.663,635.761,610.068,599.858,571.346,587.126,623.0,645.756,589.94,577.468,610.276,595.046,602.577,632.643,568.95
1.0,,,,,,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,,2.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,16.25,419.468,446.877,448.004,398.803,437.038,454.649,414.409,443.361,459.34,439.144,445.445,525.889,488.126,494.223,548.679,517.72,466.381,540.624,546.353,507.722,441.766,456.0,472.952,424.347,439.582,419.624,447.832,448.241,457.788,415.618
1.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,,3.0,3.0,3.0,3.0,16.33,313.769,300.219,331.728,336.792,373.791,265.592,370.9,330.319,335.658,317.102,302.892,301.864,279.133,330.251,300.369,290.104,356.183,283.544,229.814,386.596,264.575,297.586,282.468,311.194,273.504,313.702,337.684,314.862,232.936,298.49
2.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,1.0,15.58,477.092,492.749,575.632,510.164,551.397,526.305,499.176,516.87,479.399,488.782,572.784,618.575,636.764,575.44,660.037,589.769,606.221,618.631,552.446,568.706,503.586,563.519,626.334,611.047,641.241,576.564,543.316,584.316,555.569,557.937
2.0,,,,,,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,16.08,406.053,352.316,377.534,398.489,361.972,383.709,406.738,390.204,397.251,427.639,473.89,399.668,444.071,531.009,473.897,474.386,442.491,433.392,434.059,478.249,414.996,393.327,411.824,455.039,379.064,422.424,421.672,421.434,409.166,446.971
1.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,15.92,455.355,495.22,423.002,395.866,462.448,443.265,467.443,425.24,439.125,402.424,404.508,472.164,474.308,437.586,419.603,509.414,448.919,495.544,463.893,449.61,492.312,495.473,516.843,508.471,475.332,534.772,521.09,540.692,505.064,498.566
2.0,,,,,,,5.0,5.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,15.67,581.547,543.88,552.723,558.243,530.069,570.554,574.085,602.036,588.42,572.074,548.013,547.876,622.449,534.786,597.232,549.229,559.103,578.812,560.567,522.684,591.501,605.388,580.032,588.999,630.406,618.768,649.534,613.615,616.393,607.813
1.0,,,,,,,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.75,438.214,423.173,405.332,413.717,427.412,410.567,452.473,443.117,466.0,439.807,603.496,470.143,584.393,490.48,615.969,564.737,535.711,553.591,579.381,493.965,585.083,533.678,587.871,576.294,603.985,573.0,545.2,564.837,541.022,553.672
2.0,,,,,,,4.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,16.0,497.3,516.574,494.707,482.898,539.773,497.716,509.37,483.204,495.794,513.15,631.509,605.13,583.578,596.566,612.095,689.972,575.403,610.465,625.94,690.66,617.848,566.876,539.436,604.877,606.305,587.667,556.391,573.532,584.115,653.565
